	Rescaled to 1000 kWh per week		Production of food	Metal company	Restaurant (high cooling load)	Sport hall	Repair / metal shop	G0 SLP
01:30:00	7	So	2418.888247	1006.835975	2431.998096	324.6225011	2390.545724	2650.000029
01:45:00	7	So	2351.530533	1002.439621	4289.471642	348.0170425	2465.877043	2571.042905
02:00:00	7	So	2732.95278	862.9522696	2167.429222	367.1482417	2373.047588	2492.08578
02:15:00	7	So	2730.295411	915.2500653	2037.538879	375.4096174	2405.574771	2403.258892
02:30:00	7	So	2307.36073	998.6149429	4016.440044	343.0037106	2430.755864	2314.432201
02:45:00	7	So	2387.317855	1058.367856	2095.528576	309.4892394	2401.073612	2230.540195
03:00:00	7	So	2516.635535	1014.253074	2225.38713	349.2165941	2439.251043	2166.387519
03:15:00	7	So	3178.686011	1047.980646	3999.148611	323.1228818	2417.774381	2121.973976
03:30:00	7	So	2805.763225	1039.726245	2564.613572	359.7075006	2372.837544	2097.299961
03:45:00	7	So	2629.011405	1037.000926	2553.010008	356.201944	2478.115787	2082.495513
04:00:00	7	So	2278.036692	1011.028295	3644.150721	353.5518769	2369.955397	2072.625748
04:15:00	7	So	2629.564236	1016.335579	2000.818578	358.8173963	2411.355518	2067.691065
04:30:00	7	So	2888.643942	816.3031701	2392.342772	349.635979	2435.91878	2062.756182
04:45:00	7	So	2636.981387	1023.949989	4524.04002	332.2836213	2423.675084	2062.756182
05:00:00	7	So	2283.046565	1065.377219	1937.319114	302.0689123	2445.280807	2072.625748
05:15:00	7	So	2299.450193	1096.767202	2963.611551	345.6789173	2605.620619	2102.234645
05:30:00	7	So	2645.494221	1427.133585	5786.926802	371.8668551	2571.544066	2141.713306
05:45:00	7	So	2892.582546	3134.888087	2925.122859	403.7999074	2598.720013	2191.061534
06:00:00	7	So	2793.197145	4335.975045	1770.024384	335.8483567	2422.498202	2260.149092
06:15:00	7	So	3056.710752	4201.342999	4091.70528	300.5132087	2551.323672	2339.106216
06:30:00	7	So	2546.595414	4234.760371	5083.984208	323.6797907	5922.411578	2418.06334
06:45:00	7	So	2509.118391	3923.550996	5955.152596	336.4743994	2582.014293	2487.150898
07:00:00	7	So	2476.543817	4391.664134	2457.11789	599.6390386	2429.347854	2536.499126
07:15:00	7	So	2360.241445	4194.694389	2861.002889	1379.547026	2484.27589	2556.238456
07:30:00	7	So	2308.127773	4840.156831	3998.264212	1643.138727	2414.541789	2551.303574
07:45:00	7	So	2313.564582	4239.774387	1865.901219	5195.811519	2569.475738	2526.629559
08:00:00	7	So	2668.059878	4346.077454	1919.566326	4850.3069	2399.134024	2492.08578
08:15:00	7	So	2333.943541	4418.1251	4197.860098	4365.408087	2459.968833	2447.672435
08:30:00	7	So	2347.947109	4560.087419	2488.180481	4479.164127	2472.508506	2418.06334
08:45:00	7	So	2324.257745	4217.19056	2049.755001	1597.734816	2036.014764	2408.193774
09:00:00	7	So	2662.017375	3922.423747	4050.212279	1494.327744	601.9422814	2442.737553
09:15:00	7	So	2682.230102	4116.739891	2788.157729	3845.737968	612.0997983	2531.564442
09:30:00	7	So	2408.55005	4137.993598	1935.526881	3716.913146	629.757623	2654.934911
09:45:00	7	So	2373.608535	3183.367099	3353.718261	7736.354122	639.0389473	2802.979593
10:00:00	7	So	2304.001708	2933.819406	2454.30493	9429.024161	601.5846885	2951.024275
10:15:00	7	So	2261.462587	2953.108811	2318.530478	12215.21158	579.4915531	3089.199391
10:30:00	7	So	2261.327776	2430.578433	3213.463124	12412.51932	697.6429829	3212.570059
10:45:00	7	So	2619.41244	1939.185029	2856.975	12892.26931	572.4365295	3316.201198
11:00:00	7	So	2354.587239	1796.09264	2364.881357	12663.23504	586.9019734	3409.962968
11:15:00	7	So	2256.707051	1794.13282	2726.77634	12577.62075	587.6746617	3493.854975
11:30:00	7	So	2295.18592	1304.561858	3435.325292	12500.05036	678.4516415	3562.942533
11:45:00	7	So	2337.319335	889.0362967	2044.936859	12392.12901	536.4384787	3627.095209
12:00:00	7	So	2388.133302	1229.625865	2357.20094	12446.91794	666.1776774	3686.313002
12:15:00	7	So	2943.123494	1075.220975	4259.176278	12679.21691	533.9031825	3750.465678
12:30:00	7	So	2349.995811	709.5352586	2512.222285	12419.53614	712.9490797	3814.618354
12:45:00	7	So	2311.946001	296.4776709	2380.021703	12523.28701	574.9493438	3868.901463
13:00:00	7	So	2259.428321	329.4453046	4258.725112	12338.78626	636.1691789	3918.249691
13:15:00	7	So	2302.13049	856.4424482	2053.623535	12409.3429	540.8405259	3952.79347
13:30:00	7	So	3585.165263	905.8448409	1849.146946	12501.53187	721.5242827	3972.5328
13:45:00	7	So	2349.314114	1142.892521	3404.511923	12419.65666	544.0891311	3962.663036
14:00:00	7	So	2305.798622	1372.440177	2604.34511	12396.47988	649.566516	3918.249691
14:15:00	7	So	2336.040223	2740.595979	3016.627827	12467.18314	4299.121145	3839.292567
14:30:00	7	So	2435.82114	2594.127984	3971.370321	12350.52088	645.8061794	3735.66123
14:45:00	7	So	2388.71076	2873.817884	2839.18594	12421.91039	549.0913595	3622.160326
15:00:00	7	So	2421.946014	2941.791496	5718.326759	12534.61556	636.907246	3503.724541
15:15:00	7	So	2341.104869	2999.026526	3303.808387	11384.19828	597.0416007	3400.093204
15:30:00	7	So	3049.916279	2419.356412	2851.572829	12346.33888	612.3394715	3306.331631
15:45:00	7	So	2322.968443	3084.789423	3690.044117	12497.47269	610.4969992	3217.504743
16:00:00	7	So	2385.824956	3710.720409	2143.041198	12473.01015	573.5057145	3133.612736
16:15:00	7	So	2678.522058	4115.317798	2733.338624	12484.0731	670.4169609	3059.590494
16:30:00	7	So	2340.958806	3625.692631	3883.336723	12336.42353	567.4197258	3020.111833
16:45:00	7	So	2326.807901	4217.648432	2677.661203	12358.39437	617.5759821	3049.72073
17:00:00	7	So	2373.394324	4494.979908	4185.251498	12696.65649	639.3721017	3182.960964
17:15:00	7	So	2399.008831	4443.139071	3999.903815	12667.8377	2301.788395	3429.702299
17:30:00	7	So	2417.584083	4026.055283	3883.719419	12477.13841	2256.020649	3750.465678
17:45:00	7	So	2347.134635	4701.983663	5098.285394	12327.68109	2401.954676	4076.164137
18:00:00	7	So	2353.512785	4805.580668	3035.200416	12696.66263	2292.149558	4332.77484
18:15:00	7	So	2306.617465	4583.058728	4318.21299	11227.44165	2466.37412	4480.819523
18:30:00	7	So	2285.356397	4602.400594	5329.143778	9905.083436	2333.546643	4544.972198
18:45:00	7	So	3217.150445	4803.563573	5945.121389	9774.321523	2392.507993	4554.841963
19:00:00	7	So	2808.542666	4766.165801	2761.376324	9627.557786	2304.091685	4564.711529
19:15:00	7	So	2531.964921	4676.279065	2716.941778	9673.497592	2472.029	4594.320426
19:30:00	7	So	2573.260173	4810.476149	3629.29811	9757.462266	2322.60378	4638.733969
19:45:00	7	So	2671.563052	4693.621766	2900.565495	10520.50658	2360.836158	4668.342866
20:00:00	7	So	2598.59784	4521.479722	4202.884057	12764.22478	2357.715535	4658.4733
20:15:00	7	So	2541.683836	4737.308558	3293.851559	7765.232787	2412.491988	4589.385742
20:30:00	7	So	2582.163853	4897.842097	2538.277423	5135.072366	2375.326439	4480.819523
20:45:00	7	So	2687.79323	4671.416455	4058.087101	4198.214888	2383.595123	4342.644605
21:00:00	7	So	2561.811219	4677.276822	2625.938718	4136.881212	2364.450981	4194.599923
21:15:00	7	So	2636.606676	4962.277243	2431.508824	4047.146332	2375.892838	4051.489924
21:30:00	7	So	2629.601389	4466.147568	4275.232813	2795.226159	2301.613332	3918.249691
21:45:00	7	So	3433.696337	4627.369076	2586.484726	569.9359009	2277.807505	3794.879221
22:00:00	7	So	3352.518271	4991.894839	2238.50049	552.8285103	2318.658956	3686.313002
22:15:00	7	So	3063.80754	4991.130169	4434.934546	578.5805114	2318.235036	3592.55143
22:30:00	7	So	3116.687193	4978.886485	2166.981113	570.6271435	7398.760413	3508.659423
22:45:00	7	So	2878.110642	5111.38456	1670.519169	580.2064763	2354.799525	3419.832535
23:00:00	7	So	2820.895596	5643.944134	3961.480128	574.3161855	2316.560758	3321.13608
23:15:00	7	So	2807.391571	5037.583452	2379.132821	532.0572652	2357.892674	3207.635177
23:30:00	7	So	2826.94744	5555.314472	2087.220724	302.4943662	2390.28297	3089.199391
23:45:00	7	So	2807.391571	5649.102585	4327.876581	312.1571777	2378.413519	2980.63337
