Normalized to 1000 kWh		Metal 1 (smoother)	Metal 2 (more fluctuation)	Warehouse
	23:15	35.68990823	14.26826758	62.25445966
	23:30	36.87957184	14.73865002	63.81082115
	23:45	35.09507643	14.89544417	63.0326404
	00:00	36.28474004	15.05223832	60.69809817
03.01.2010	00:15	36.28474004	14.58185588	59.91991742
	00:30	35.68990823	14.58185588	61.47627891
	00:45	35.68990823	14.89544417	58.36355593
	01:00	36.58215594	13.95467928	59.91991742
	01:15	35.09507643	15.20903247	61.47627891
	01:30	36.28474004	15.20903247	59.14173667
	01:45	35.09507643	15.20903247	60.69809817
	02:00	37.17698774	15.36582662	59.14173667
	02:15	35.68990823	14.11147343	57.58537518
	02:30	35.68990823	14.42506173	59.14173667
	02:45	35.39249233	14.42506173	57.58537518
	03:00	35.39249233	15.36582662	58.36355593
	03:15	36.58215594	14.89544417	59.14173667
	03:30	35.68990823	15.20903247	58.36355593
	03:45	35.39249233	14.58185588	59.14173667
	04:00	36.28474004	14.26826758	60.69809817
	04:15	35.09507643	14.89544417	60.69809817
	04:30	37.77181955	15.20903247	62.25445966
	04:45	110.6387155	14.89544417	63.0326404
	05:00	113.9102904	14.58185588	60.69809817
	05:15	95.47050452	14.26826758	64.58900189
	05:30	88.62993878	14.26826758	60.69809817
	05:45	85.35836386	15.20903247	65.36718264
	06:00	81.19454123	15.05223832	66.14536339
	06:15	88.92735468	15.05223832	63.0326404
	06:30	88.62993878	15.05223832	65.36718264
	06:45	94.28084091	14.58185588	60.69809817
	07:00	97.55241584	14.89544417	62.25445966
	07:15	95.76792042	14.89544417	62.25445966
	07:30	101.4188226	14.89544417	61.47627891
	07:45	92.7937614	14.89544417	61.47627891
	08:00	94.57825682	15.36582662	63.81082115
	08:15	91.30668189	14.73865002	56.02901369
	08:30	93.38859321	14.58185588	52.13810996
	08:45	97.25499993	13.79788513	52.13810996
	09:00	97.55241584	13.17070853	52.13810996
	09:15	94.28084091	13.32750268	52.91629071
	09:30	96.66016813	12.70032608	50.58174847
	09:45	92.7937614	13.17070853	49.80356773
	10:00	94.28084091	12.85712023	51.35992922
	10:15	83.57386844	12.54353194	49.02538698
	10:30	80.00487762	11.28917874	49.02538698
	10:45	82.08678893	11.75956119	49.80356773
	11:00	80.59970942	11.44597289	48.24720623
	11:15	84.46611615	11.44597289	50.58174847
	11:30	83.27645254	11.75956119	49.02538698
	11:45	86.84544337	10.97559044	49.80356773
	12:00	85.35836386	11.44597289	49.80356773
	12:15	84.46611615	11.60276704	49.02538698
	12:30	83.87128435	11.13238459	49.02538698
	12:45	80.89712533	11.44597289	51.35992922
	13:00	84.16870025	11.60276704	50.58174847
	13:15	79.41004582	11.60276704	49.80356773
	13:30	92.7937614	11.44597289	51.35992922
	13:45	86.25061156	10.81879629	48.24720623
	14:00	85.65577976	11.75956119	49.02538698
	14:15	84.16870025	11.44597289	51.35992922
	14:30	90.41443419	11.44597289	51.35992922
	14:45	90.71185009	12.07314949	54.4726522
	15:00	88.33252288	11.28917874	50.58174847
	15:15	82.97903664	11.91635534	50.58174847
	15:30	83.27645254	11.13238459	50.58174847
	15:45	90.11701829	11.60276704	48.24720623
	16:00	92.7937614	12.22994364	49.02538698
	16:15	89.52218648	12.54353194	49.80356773
	16:30	89.81960238	12.38673779	49.02538698
	16:45	88.62993878	13.17070853	57.58537518
	17:00	91.00926599	14.11147343	59.91991742
	17:15	89.52218648	15.05223832	60.69809817
	17:30	93.98342501	14.58185588	61.47627891
	17:45	92.7937614	15.52262077	63.81082115
	18:00	93.38859321	15.20903247	61.47627891
	18:15	92.1989296	14.73865002	62.25445966
	18:30	87.44027517	14.89544417	61.47627891
	18:45	86.84544337	15.05223832	60.69809817
	19:00	85.06094795	14.58185588	63.0326404
	19:15	90.11701829	14.58185588	61.47627891
	19:30	87.14285927	15.36582662	62.25445966
	19:45	89.52218648	15.36582662	62.25445966
	20:00	89.52218648	14.73865002	62.25445966
	20:15	88.33252288	14.89544417	61.47627891
	20:30	88.92735468	14.89544417	62.25445966
	20:45	87.14285927	14.89544417	61.47627891
	21:00	88.62993878	14.89544417	63.0326404
	21:15	86.84544337	14.73865002	63.0326404
	21:30	88.62993878	15.05223832	61.47627891
	21:45	89.52218648	15.05223832	63.0326404
	22:00	87.73769107	15.05223832	61.47627891
	22:15	115.6947859	14.89544417	60.69809817
	22:30	110.9361314	15.05223832	59.91991742
	22:45	110.6387155	15.52262077	59.91991742
	23:00	108.2593883	14.89544417	60.69809817
	23:15	104.3929816	14.42506173	64.58900189
	23:30	109.4490519	14.42506173	64.58900189
	23:45	108.8542201	14.73865002	63.0326404
	00:00	109.7464678	14.89544417	61.47627891
04.01.2010	00:15	107.3671406	14.73865002	59.14173667
	00:30	104.6903975	15.20903247	57.58537518
	00:45	105.8800611	14.58185588	58.36355593
	01:00	106.4748929	15.05223832	57.58537518
	01:15	106.177477	14.73865002	58.36355593
	01:30	102.3110703	14.73865002	59.91991742
	01:45	102.9059021	14.89544417	59.91991742
	02:00	100.5265749	14.73865002	58.36355593
	02:15	99.63432715	14.89544417	60.69809817
	02:30	105.5826452	14.89544417	58.36355593
	02:45	103.7981498	14.58185588	60.69809817
	03:00	108.8542201	14.58185588	58.36355593
	03:15	109.7464678	15.20903247	59.14173667
	03:30	113.3154586	15.05223832	58.36355593
	03:45	115.9922018	14.58185588	58.36355593
	04:00	114.8025381	14.89544417	62.25445966
	04:15	113.0180427	14.89544417	60.69809817
	04:30	110.0438837	14.42506173	63.81082115
	04:45	112.4232109	14.73865002	63.0326404
	05:00	124.0224311	26.65500536	65.36718264
	05:15	149.8976146	51.58527509	65.36718264
	05:30	119.2637767	55.34833467	111.2798466
	05:45	112.125795	74.32042672	204.6615361
	06:00	114.2077063	78.55386875	206.9960784
	06:15	123.1301834	122.7698188	207.7742591
	06:30	135.9190672	156.1669726	209.3306206
	06:45	139.1906421	159.4596497	213.2215243
	07:00	138.8932262	164.6338567	221.7815125
	07:15	138.0009785	171.2192109	256.7996461
	07:30	133.53974	182.0380072	300.3777678
	07:45	135.9190672	184.8603019	281.7014299
	08:00	131.7552446	186.4282434	294.9305026
	08:15	124.0224311	190.8184796	294.1523219
	08:30	125.8069265	199.2853636	280.1450685
	08:45	121.345688	208.3794243	274.6978032
	09:00	121.0482721	210.7313365	272.363261
	09:15	124.0224311	215.435161	266.137815
	09:30	123.4275993	232.8393116	256.0214653
	09:45	122.8327675	159.9300322	263.025092
	10:00	119.5611926	152.2471189	268.4723573
	10:15	119.5611926	201.0100993	263.8032728
	10:30	118.371529	229.076252	259.1341883
	10:45	123.1301834	225.940369	259.1341883
	11:00	125.5095106	215.1215727	275.475984
	11:15	124.9146788	239.8950483	293.3741411
	11:30	126.1043424	242.8741371	292.5959604
	11:45	115.9922018	227.9786929	258.3560076
	12:00	123.1301834	232.5257233	253.6869231
	12:15	123.7250152	231.7417525	287.9268759
	12:30	125.8069265	251.8114036	274.6978032
	12:45	117.7766972	250.5570504	257.5778268
	13:00	124.319847	252.4385802	270.8068995
	13:15	161.1994188	238.6406951	249.0178386
	13:30	146.0312079	247.8915499	252.1305616
	13:45	146.3286238	230.3306052	263.8032728
	14:00	138.8932262	219.1982206	259.9123691
	14:15	134.7294036	162.909121	245.1269349
	14:30	142.7596329	154.7558253	270.0287188
	14:45	130.268165	155.2262077	254.4651038
	15:00	140.9751375	152.8742955	276.2541647
	15:15	135.6216513	147.5432944	285.5923337
	15:30	139.7854739	142.8394699	277.8105262
	15:45	132.9449082	140.9579401	275.475984
	16:00	135.6216513	143.937029	263.8032728
	16:15	129.9707491	137.0380864	258.3560076
	16:30	129.3759173	139.2332045	249.7960194
	16:45	124.6172629	138.9196162	249.0178386
	17:00	118.371529	139.7035869	249.0178386
	17:15	117.4792813	142.0554992	242.7923927
	17:30	127.8888378	141.7419109	238.9014889
	17:45	122.2379357	120.888289	234.2324045
	18:00	117.1818654	114.7733172	228.0069585
	18:15	113.3154586	134.6861742	170.4215833
	18:30	110.6387155	135.6269391	82.48715904
	18:45	115.9922018	138.9196162	77.03989383
	19:00	117.7766972	139.7035869	74.70535159
	19:15	123.4275993	135.4701449	73.92717084
	19:30	124.319847	128.5712023	70.03626711
	19:45	125.5095106	128.257614	70.03626711
	20:00	131.4578287	133.431821	66.92354413
	20:15	130.5655809	129.5119672	65.36718264
	20:30	128.7810855	126.3760843	64.58900189
	20:45	124.9146788	129.3551731	62.25445966
	21:00	129.3759173	127.4736433	63.81082115
	21:15	127.8888378	131.0799087	63.0326404
	21:30	128.7810855	137.1948805	59.91991742
	21:45	125.8069265	121.6722598	60.69809817
	22:00	127.294006	86.86395865	61.47627891
	22:15	126.4017583	35.27868357	59.14173667
	22:30	131.4578287	31.82921229	59.91991742
	22:45	127.294006	29.6340942	60.69809817
	23:00	129.0785014	28.85012345	59.14173667
	23:15	128.1862537	27.90935856	58.36355593
	23:30	137.4061467	26.49821121	58.36355593
	23:45	134.1345718	25.71424047	57.58537518
	00:00	135.6216513	25.08706387	57.58537518
05.01.2010	00:15	129.6733332	25.40065217	56.80719444
	00:30	136.2164831	21.01041599	56.80719444
	00:45	138.2983944	20.69682769	57.58537518
	01:00	130.8629969	23.51912238	60.69809817
	01:15	131.1604128	22.42156333	63.0326404
	01:30	136.513899	22.89194578	56.80719444
	01:45	132.9449082	22.73515163	56.80719444
	02:00	139.1906421	20.69682769	56.80719444
	02:15	128.7810855	19.4424745	59.14173667
	02:30	127.8888378	18.18812131	59.91991742
	02:45	131.1604128	18.34491546	57.58537518
	03:00	133.8371559	17.87453301	58.36355593
	03:15	128.7810855	18.34491546	56.80719444
	03:30	129.6733332	21.95118089	59.14173667
	03:45	138.0009785	21.16721014	57.58537518
	04:00	134.1345718	21.63759259	59.14173667
	04:15	134.1345718	21.79438674	59.14173667
	04:30	129.9707491	21.32400429	62.25445966
	04:45	132.9449082	18.18812131	63.0326404
	05:00	135.6216513	18.03132716	63.0326404
	05:15	140.9751375	53.62359902	62.25445966
	05:30	142.7596329	68.04866075	107.3889429
	05:45	138.5958103	72.12530863	206.2178976
	06:00	132.3500764	105.2088741	203.1051746
	06:15	133.53974	174.1982998	205.4397169
	06:30	144.8415442	230.9577818	210.1088013
	06:45	142.7596329	253.2225509	215.5560666
	07:00	149.3027828	237.6999302	231.1196815
	07:15	145.436376	211.201719	273.1414417
	07:30	149.3027828	206.027512	301.9341293
	07:45	155.8459326	208.065836	288.7050567
	08:00	152.2769418	215.7487493	281.7014299
	08:15	149.8976146	208.065836	249.7960194
	08:30	142.7596329	223.7452509	270.0287188
	08:45	145.7337919	216.2191317	275.475984
	09:00	142.1648011	228.7626637	273.1414417
	09:15	146.0312079	234.0936647	258.3560076
	09:30	142.1648011	236.7591653	263.8032728
	09:45	140.3803057	157.7349141	277.0323455
	10:00	151.68211	149.1112359	245.9051156
	10:15	144.8415442	206.6546886	254.4651038
	10:30	132.9449082	257.7695813	251.3523809
	10:45	133.53974	249.1459031	266.137815
	11:00	132.9449082	229.3898403	243.5705734
	11:15	139.1906421	240.3654307	261.4687306
	11:30	134.7294036	245.2260493	291.8177796
	11:45	149.6001987	260.2782877	259.9123691
	12:00	150.1950305	250.086668	245.1269349
	12:15	168.0399846	238.9542834	282.4796107
	12:30	154.0614372	237.8567243	257.5778268
	12:45	136.513899	238.7974892	276.2541647
	13:00	145.436376	234.407253	281.7014299
	13:15	143.6518806	232.9961057	282.4796107
	13:30	153.1691895	241.4629898	279.3668877
	13:45	158.2252598	242.8741371	283.2577914
	14:00	147.5182874	198.8149812	273.9196225
	14:15	152.5743577	147.8568827	276.2541647
	14:30	158.5226757	141.4283226	272.363261
	14:45	141.5699693	142.2122933	262.2469113
	15:00	141.2725534	143.4666465	282.4796107
	15:15	138.0009785	133.7454093	301.1559486
	15:30	142.462217	138.6060279	292.5959604
	15:45	141.8673852	137.665263	274.6978032
	16:00	138.5958103	134.2157917	270.8068995
	16:15	137.4061467	139.8603811	260.6905498
	16:30	140.3803057	136.2541157	261.4687306
	16:45	135.0268195	135.6269391	150.1888839
	17:00	137.1087308	134.52938	119.8398348
	17:15	134.4319877	137.1948805	115.1707504
	17:30	137.4061467	131.393497	108.9453044
	17:45	139.1906421	113.2053757	105.0544007
	18:00	135.3242354	111.1670518	96.49441247
	18:15	132.0526605	128.1008199	89.49078576
	18:30	132.3500764	129.9823497	87.15624352
	18:45	130.5655809	128.7279965	77.03989383
	19:00	131.7552446	126.6896725	74.70535159
	19:15	132.0526605	130.4527321	75.48353233
	19:30	141.2725534	127.7872316	72.37080935
	19:45	136.513899	119.4771417	70.03626711
	20:00	135.3242354	124.4945545	67.70172488
	20:15	135.0268195	122.7698188	65.36718264
	20:30	130.5655809	122.6130247	64.58900189
	20:45	133.53974	120.2611124	66.14536339
	21:00	130.268165	112.8917874	64.58900189
	21:15	127.5914219	115.2436997	65.36718264
	21:30	132.0526605	116.1844646	64.58900189
	21:45	127.8888378	91.88137143	61.47627891
	22:00	129.9707491	60.52254159	63.81082115
	22:15	128.4836696	21.48079844	62.25445966
	22:30	129.6733332	19.28568035	60.69809817
	22:45	140.3803057	18.97209205	60.69809817
	23:00	136.513899	18.8152979	60.69809817
	23:15	137.1087308	22.26476919	60.69809817
	23:30	134.7294036	22.89194578	59.91991742
	23:45	132.3500764	22.89194578	59.14173667
	00:00	136.8113149	22.57835748	59.14173667
06.01.2010	00:15	135.9190672	22.57835748	57.58537518
	00:30	138.5958103	22.42156333	60.69809817
	00:45	133.53974	22.42156333	58.36355593
	01:00	138.0009785	21.79438674	59.14173667
	01:15	134.7294036	21.95118089	59.14173667
	01:30	139.488058	21.01041599	58.36355593
	01:45	138.5958103	21.16721014	62.25445966
	02:00	131.7552446	21.16721014	59.91991742
	02:15	129.3759173	21.48079844	59.14173667
	02:30	136.513899	21.16721014	59.91991742
	02:45	136.8113149	21.16721014	65.36718264
	03:00	133.53974	21.16721014	59.14173667
	03:15	126.6991742	20.85362184	61.47627891
	03:30	114.8025381	20.54003354	57.58537518
	03:45	113.6128745	20.85362184	61.47627891
	04:00	114.2077063	20.69682769	59.14173667
	04:15	116.5870336	20.69682769	63.0326404
	04:30	107.9619724	21.01041599	65.36718264
	04:45	112.125795	24.61668142	63.0326404
	05:00	114.5051222	64.59918947	62.25445966
	05:15	108.5568042	62.56086553	63.81082115
	05:30	115.39737	64.12880702	108.1671237
	05:45	108.5568042	84.51204642	204.6615361
	06:00	111.8283791	100.0346672	204.6615361
	06:15	117.1818654	178.5885359	206.9960784
	06:30	115.6947859	212.6128663	210.8869821
	06:45	115.9922018	243.3445196	217.1124281
	07:00	118.0741131	253.0657568	230.3415007
	07:15	123.4275993	263.5709648	282.4796107
	07:30	125.2120947	239.58146	294.9305026
	07:45	127.8888378	252.7521685	293.3741411
	08:00	131.4578287	239.2678717	275.475984
	08:15	130.5655809	248.8323148	266.137815
	08:30	131.4578287	249.6162855	271.5850803
	08:45	129.0785014	262.7869941	259.9123691
	09:00	132.0526605	256.6720222	249.0178386
	09:15	134.1345718	253.3793451	254.4651038
	09:30	133.2423241	243.0309313	242.0142119
	09:45	131.7552446	172.7871524	231.1196815
	10:00	124.6172629	164.1634742	259.1341883
	10:15	125.2120947	224.8428099	265.3596343
	10:30	131.1604128	256.6720222	267.6941765
	10:45	134.1345718	254.32011	259.1341883
	11:00	134.4319877	237.543136	266.137815
	11:15	141.5699693	278.3096148	267.6941765
	11:30	176.9624617	230.8009876	280.1450685
	11:45	172.5012231	261.0622584	249.7960194
	12:00	154.9536849	252.5953744	235.7887659
	12:15	146.3286238	250.5570504	272.363261
	12:30	142.1648011	261.689435	264.5814535
	12:45	138.8932262	226.8811339	268.4723573
	13:00	141.2725534	266.0796712	268.4723573
	13:15	141.5699693	259.4943169	294.9305026
	13:30	149.0053669	261.689435	287.9268759
	13:45	156.1433485	261.5326409	294.1523219
	14:00	153.4666054	212.7696605	308.937756
	14:15	147.8157033	161.3411795	291.0395989
	14:30	145.1389601	152.403913	279.3668877
	14:45	141.5699693	156.4805609	275.475984
	15:00	140.6777216	150.9927657	273.9196225
	15:15	138.0009785	150.2087949	295.7086834
	15:30	134.7294036	146.2889412	266.137815
	15:45	138.5958103	147.7000885	249.0178386
	16:00	140.9751375	147.2297061	254.4651038
	16:15	140.3803057	156.4805609	185.2070175
	16:30	141.2725534	158.8324731	115.9489311
	16:45	139.7854739	151.4631481	112.0580274
	17:00	139.1906421	152.403913	118.2834733
	17:15	139.7854739	148.4840593	113.6143889
	17:30	141.2725534	152.0903247	114.3925696
	17:45	140.6777216	131.0799087	111.2798466
	18:00	138.8932262	123.7105837	102.7198584
	18:15	136.2164831	148.4840593	101.1634969
	18:30	133.53974	155.2262077	97.27259321
	18:45	135.3242354	144.8777939	93.38168948
	19:00	141.8673852	144.8777939	91.04714725
	19:15	135.3242354	146.4457353	89.49078576
	19:30	133.2423241	144.8777939	85.59988203
	19:45	131.7552446	138.4492337	84.04352054
	20:00	133.8371559	138.9196162	78.59625532
	20:15	134.1345718	143.1530582	78.59625532
	20:30	138.0009785	141.4283226	74.70535159
	20:45	137.7035626	140.6443518	73.92717084
	21:00	134.7294036	138.762822	73.1489901
	21:15	137.1087308	135.4701449	75.48353233
	21:30	135.0268195	137.1948805	72.37080935
	21:45	129.6733332	114.7733172	73.92717084
	22:00	126.9965901	75.26119161	70.81444786
	22:15	131.1604128	27.90935856	70.81444786
	22:30	136.2164831	22.57835748	69.25808637
	22:45	133.8371559	21.95118089	68.47990562
	23:00	134.7294036	22.42156333	68.47990562
	23:15	131.4578287	22.42156333	70.03626711
	23:30	123.1301834	20.85362184	63.81082115
	23:45	128.4836696	18.18812131	65.36718264
	00:00	132.0526605	18.18812131	61.47627891
07.01.2010	00:15	130.268165	19.59926865	61.47627891
	00:30	132.3500764	21.79438674	59.91991742
	00:45	133.8371559	21.16721014	63.81082115
	01:00	130.5655809	21.01041599	64.58900189
	01:15	128.7810855	21.48079844	65.36718264
	01:30	135.0268195	19.91285695	59.91991742
	01:45	130.268165	19.59926865	61.47627891
	02:00	131.1604128	19.91285695	59.91991742
	02:15	127.294006	20.69682769	60.69809817
	02:30	126.1043424	19.59926865	62.25445966
	02:45	128.7810855	19.59926865	60.69809817
	03:00	135.9190672	20.0696511	60.69809817
	03:15	134.7294036	20.54003354	59.91991742
	03:30	133.8371559	19.91285695	61.47627891
	03:45	137.4061467	19.1288862	59.14173667
	04:00	138.2983944	19.28568035	61.47627891
	04:15	133.2423241	20.54003354	62.25445966
	04:30	133.2423241	16.30659152	64.58900189
	04:45	139.1906421	15.99300322	66.14536339
	05:00	135.0268195	16.14979737	65.36718264
	05:15	139.7854739	55.03474637	65.36718264
	05:30	138.0009785	64.75598362	108.9453044
	05:45	131.4578287	68.67583735	206.9960784
	06:00	132.0526605	99.40749059	205.4397169
	06:15	138.2983944	176.2366237	209.3306206
	06:30	136.513899	218.571044	213.9997051
	06:45	138.5958103	265.922877	223.337874
	07:00	134.7294036	274.7033494	230.3415007
